,name,reviews,score,year,month,day,label,sentiment,percent
13256,예환,일단 질리지 않고너무 재밌고 또 좀비들을 많이 죽일때 스트래스가 많이 없어지고 좀비들을 죽이는게 정말 재밌어요,5,2022,9,26,1,긍정,[0.9807248]
13257,박시언,무과금도 재미있게 할수있는 게임이고 몰이사냥할때가 있는데 그럴때 속이 뻥 하고 뚤리는것 같아서 좋습니다 앞으로도 기대하고 있겠습니당,5,2022,8,13,1,긍정,[0.9843503]
13258,나올인원,재밌어요중독성 있고광고도 별로 없고현질유도 같은게 진짜 없어요어린이어른 둘다 재밌게 할수 있어요,5,2022,10,23,1,긍정,[0.9842988]
13259,김현주,게임은 아주 재밌습니다 다만 너무 어렵고 컨텐츠가 부족한게 문제입니다 저는 스트레스 쌓일때 가끔하는데 재밌어요,5,2022,9,11,1,긍정,[0.85693836]
13260,N,재밌다ㅋㅋㅋㅋㅋ 이야 게임 잘 만들었네 스트레스 받는 요소도 딱히 없고 괜찮다 무과금은 힘들다는 사람은 대체 뭔지 도전 모드를 안 해보셨나 게임을 몇판 안해보셨나,5,2022,9,10,1,긍정,[0.8846912]
13261,전성민,이게임 할거면 꼭 기역해야하는점 몹이 많을때 빈공간으로 가면 죽는다 스테이지 부터 난이도 급 상승 이게이은 시간 살인마이니 어느세 낮에서 밤이 됄수있으니 조심하세요진심 끝,5,2022,9,4,1,긍정,[0.6809084]
13262,박지호,개인적으로 진짜 중독성강하고 재미있는 게임이라 생각힘 단점은 현질을 안하면 스테이지 깨기가 너무힘듬ㅜ 무과금도 좋은무기 많이 주면 좋겠음,5,2022,9,25,1,긍정,[0.9708717]
13263,김종원,적당한 광고와 광고와 똑같은 게임 게임이랑 관련없는 광고와 선정적인 광고가 판을치는 게임들중 거의 유일하게 정직한 게임이다,5,2022,9,8,1,긍정,[0.65143305]
13264,JH Min,게임 내 무기나 캐릭터  패시브 스킬 다양화가 빠르게 필요해보임 빠르게 진행되는 걸 좋아하는 추세에 따라 게임 분은 김,5,2022,9,23,1,긍정,[0.8934967]
13265,하하하하,진짜 시간 순삭 게임 무과금 유저도 재미있게 할 수 있어요 판만 해도 진짜 시간 순삭 입니다,5,2022,9,8,1,긍정,[0.98462373]
13266,지트,무언가의 카타르시즘이 느껴짐ㅋㅋㅋㅋㅋㅋ몹잡을때 개시원해서 스트레스풀림 ㅎㅎㅎ 로그라이크 단점이 지루할수있는데 분정도의 게임속에서 타격감도 시원시원스러우니까 재밌더라ㅋㅋㅋㅋ,5,2022,10,15,1,긍정,[0.8717679]
13267,송민석,그렇게 재미 있을 줄은 몰랐어요 친구가 하는 거 보고 깔아보니까 재미있는데 저는 챕터을 아주 힘들게 깼습니다 그래도 재미있어요별 개요 ,5,2022,10,5,1,긍정,[0.9404825]
13268,김윤호,광고 안나옴 나도 처음엔 재미없을줄 알았는데 유튜 보다가 광고가 너무 많이 나와서 한 번 깔아봤더니 광고도 안 나오고 재밌음,5,2022,9,4,1,긍정,[0.89288914]
13269,박진우,재미는 있는데 초보들 한테는 어려워수도 있어요 특히 컨트롤 잘 못하는 사람들,5,2022,10,6,1,긍정,[0.8518423]
13270,바나나TV,처음엔 재미없는 거 같았지만 하면 할수록 재미가 있어지고 손을 못 땔 거 같아요 이 게임 완전 추천 추천 한번 하면 못 빠져나오는 게임 이 게임이 젤 재밌어요 게임을 만들어 주셔서 감사합니다,5,2022,10,16,1,긍정,[0.9846103]
13271,최은진,처음엔 재미없을거 같았는데 하자마자 너무 재밌어가지고 열심히 플레이 하고 있습니다 보상도 알차고 너무 좋네요,5,2022,9,29,1,긍정,[0.98450667]
13272,찹쌀붕어빵,스릴도 있고 쉬우면서 어쩔때는 힘들때도 있지만 제미 있네요  그리고 조금만더 쉽게 할수 있게 해주세요 ㅠㅠ 무과금 유저는 너무 힘들어요 ㅠㅠ,5,2022,9,13,1,긍정,[0.9116126]
13273,편zip,와 이 게임 진짜 재밌네요 심심해서 깔아봤는데 갓겜 찾았습니다ㅋㅋ 심심할때 하기 좋고 뒤로 갈수록 어렵긴하지만 그걸 파헤쳐 나가는게 재밌네요 ㅎㅎ 할거 없는 분들은 한번 해보세요,5,2022,8,18,1,긍정,[0.9842144]
13274,문형찬,와 진짜 손에 힘을 주며 땀을 나게 하고 발가락도 힘 줄 정도로 몰입도와 현실감이 엄청난 게임입니다 친구가 해서 했는데 그 친구가 잘해서 저도 열심히 챕터 깨고 있습니닷 이 게임 만들어 주신 분들과 탕탕특공대 대박나라 화이팅하세요,5,2022,9,26,1,긍정,[0.9789723]
13275,김성호,음 나쁘지않다 이 게임은 난이도가 조금 어렵긴햐도 점점 키우는맛도있고 현질했을때 효율도 좋다 그리고 무과금도 충분히잘할수있어서 좋다,5,2022,9,9,1,긍정,[0.98378724]
13276,권경수,게임은 재밌습니다 휴대폰 변경하고 게임이 초기화됫는데 다시 돌릴방법이 없나요 구매내역확인해서 전에 구글은 동일한 아이디인것을 확인했습니다,5,2022,10,25,1,긍정,[0.6592724]
13277,나민턴,솔로 플레이 게임이지만 만약 다른유저와 같이 공략할수있는 플레이가된다면 좋을것같아요 주변에 지인들 친구들과 같이 공략을 한다면 더 많은사람이 이용하지않을까요,5,2022,9,6,1,긍정,[0.8282704]
13278,이해윤,중독적이고 재밌어요 추천합니다 각 능력마다 추천 조합도 알려줘서 좋아요 제가 이런 서바이버류 게임 정말 좋아하거든여,5,2022,9,5,1,긍정,[0.98461425]
13279,황주하,친절한 제작자님 메일로 문의 드린것도 빠르게 해결되었습니다 감사합니다 게임 재밌게 하고 있어요 진짜 감사합니다,5,2022,10,31,1,긍정,[0.98453426]
13280,Nain Mine,단순하면서도 어려움과 쉬움사이의 게임이라서 킬링타임용 게임입니다 그리고 중국 게임 아니에요,5,2022,9,28,1,긍정,[0.8712919]
13281,ᄋᄋ,너무 재미있고 광고도 별로 않나와요 다른 게임들은 어그로나 그런거 끌었지만 이거는 시간이 순삭 될 정도로 진짜 재미있는 게임이에요 평점 점 남기고 갑니다,5,2022,9,14,1,긍정,[0.984567]
13282,김대성,재밌어요 그리고 나가도 이어서 할수있어허 좋아여,5,2023,2,25,1,긍정,[0.9843109]
13283,미스프레샤스,게임은 다 좋은데 버그가 좀있는거같습이다 뽑기많이해서회만 더 뽑으면클래스얻는데 게임을 삭제했다가 다시 다운받으니 회라고되어있다 갑자기회로 변경됬는데 빨리 고쳐주시길 바라겠습니다 게임는입니다,5,2022,10,8,1,긍정,[0.70990896]
13284,ᄒᄌ,나름 캐릭터 성장하는 맛도 있고 현질 안하면 시간이 걸리긴 하겠지만 아직 초반이라 어느 정도는 할만하네요 재밌습니다,5,2022,10,20,1,긍정,[0.9649536]
13285,jong pill park,단순하지만 오래버티기 역심이 생기네요 ㅎㅎㅎ 아이템별 설명이 있으면하는 바래봅니다,5,2022,10,15,1,긍정,[0.94728464]
13286,H•K CHOI,여러 다양한 아이탬들과 재미있는 스태이지들이 있어서 좋은데 약간씩 랙이 걸려 튕길때도 있어서 그 부분이 아깝네요 ㅠㅠ,5,2022,10,3,1,긍정,[0.7491078]
13287,김창민,미션도전 플레이 하고 메인게임하면 미션때 적용됐던 몹이동속도가 메인게임에 적용된건지 몹들이 날라다녀요,5,2022,8,21,1,긍정,[0.68168694]
13288,M H,정말 최고입니다단점은 저한테는 없는 것 같아요저는 별 표가 아쉬울 정도입니다 표 까지도 드릴 수 있어요정말 재미있습니다,5,2022,9,14,1,긍정,[0.9839675]
13289,김대희,탕탕특공대 너무 재밌고여 소리도 너무 좋아서 초보자 분들 도 쉬움 난이도로 초보자도 께술 있을꺼 갔네요,5,2022,10,23,1,긍정,[0.98441446]
13290,이혜진,너무 재미있습니다처음에 광고도 안나오고맵하나깨면보상주고 도전 하나깨면 보석이랑 진화포인트도 주니까한번 설치해보세요,5,2022,10,13,1,긍정,[0.9841979]
13291,함해삐,게임이확실히재밌있고스릴있어요장점은게임이재밌있고스릴있고좋아요단점저는챕터이조금어렵고몬스터가너무많은거같았요그래도정말너무재밌이어요짱좋아요꼭설치하세요 대박날듯,5,2022,9,10,1,긍정,[0.98205847]
13292,SH P,일단 중독성이 강하고 광고가 거의 없다는 점에서 높은 점수 근데 적이 많이 나와서 랙이좀 걸림,5,2022,10,1,1,긍정,[0.9089793]
13293,야옹야옹,좋은게임입니다 근데 무과금도 성장할수있게 이벤트같은게 자주해주시고 성장기금레벨이 지금레벨까지있는데 더 높여주세요 제발요,5,2022,10,10,1,긍정,[0.96282756]
13294,차민준,너무 재미있어요 뭔가 조금 어렵지만그래도 재미있게 만들어 주었으면 좋겠습니다 항상 재미있게 하겠습니다,5,2022,10,2,1,긍정,[0.97956455]
13295,이수현,안녕하세요 탕탕특공대 즐기고있는 유저입니다 저가원짜리 챕터 패키지를 구매하였는데 다이아랑 골드가 들어오지 않아 한번더 결제를 하였는데 돈은 번빠져나가고 혜택은번 밖에 안들어왔습니다 빠른 조치 부탁드립니다,5,2022,10,10,1,긍정,[0.84949815]
13296,PARK SOON DAE,재밌다 뱀파이어 서바이벌이랑 매우 비슷하긴하지만 요즘같은 시대에 딱 원 정도만 질러고 충분히 할만합니다 딱 그냥 스팀에서 게임 샀다고 생각하면 되는 가격이고 모바일이라 편합니다,5,2022,10,22,1,긍정,[0.97166914]
13297,현경자,와 탕탕특공대 진짜 재밌어요 래밸업 까지만 해도 몬스터들이 다가오지도 못하고 그자리에서 처치해버립니다 이 중독성 있는 게임 정말 추천이 앱 설치 안하신분 당장 설치하세요 이 게임은 당연히 별이 개,5,2022,10,4,1,긍정,[0.98453367]
13298,최진,일단 너무 재미있고요 제가 게임을 많이 깔아봤는데 이렀게 캐주얼하고 심플한 게임을 처음 보는것 같아서 이렇게 점을 드림니다,5,2022,10,5,1,긍정,[0.98424095]
13299,정민호,생각보다 스트레스 풀리고 재밋어요 한번 해보세요 다만 판수가 올라갈수록 클리어하기 힘들어짐,5,2022,10,14,1,긍정,[0.9754286]
13300,박준철,너무 재밌게 시간가는줄 모르고 잘하고있는 유저입니다 애가 잘못 눌리는 바람에 뭐가 결제됫다고하는데 취소 가능하다면 취소 부탁드립니다,5,2022,9,20,1,긍정,[0.9821952]
13301,뵹아리,확실히 뱀파가 모바일로 나왔으면 탕특이 등이었을텐데 뱀파가 컴으로 나와서 다행이 탕특이 등이에용,5,2022,9,18,1,긍정,[0.9831829]
13302,웬아,시간때우기 좋음 즐기면서 할거면 한달짜리 레벨별 보석 주는거 하면 편히 즐기면서 합니다 무과금도 가능하나 개 후달림 일차 게임중 노란색 다마춤역시 현질의 힘이란,5,2022,10,12,1,긍정,[0.68519956]
13303,양정윤,골드가  정도 되는데 쓸곳이 없어요 무과금으로는 천천히 하루에 일일퀘나 깨면서 아템 모으면 충분히 즐길수 있습니다,5,2022,11,3,1,긍정,[0.96642345]
13304,박종훈,이거 꼭 해봐야해요 광고로 봤을땐 광고가 많이 나올것처럼 생겼는데 막상해보면 시간가는줄도모름 저 이 겜 하고 리뷰쓰는건 도 안하는데 너무재밌어서 씁니다 ㅋㅋ,5,2022,9,3,1,긍정,[0.9841345]
13305,이우진,이거 진짜 갓겜이에요 와진짜년에 힌번나올게임인데 갓겜인만큼 퀄리티완성도그래픽이 진찌 좋구요 진짜 스테이지도 각각 재미있어요 참고로 전 테이지,5,2022,10,12,1,긍정,[0.984616]
13306,김유진,이번에 설치한 유저인데요 단계부터 흥미진진하고 좋고요 다른건 다 쉬웠는데 이건 진짜 대박이네요 딱 난이도가 좋아요,5,2022,10,16,1,긍정,[0.9846091]
13307,이주성,일단 캐릭터 자체가 귀엽고요 나름 괜찮습니당 광고 보고 재미있을 것 같다는 생각이 들고 깔아봤어요 짱 재미있어요 궁수의 전설보다 훨씬 더 나음,5,2022,10,19,1,긍정,[0.9843503]
13308,이한솔,보상을좀주게주지만 너무재밌고 무과금도즐겁게하기 너무좋아요스테이지도쉽게깰수있고 장비도무과금이 좀좋게얻을수있어서좋습니다 그리고스태이지깨는거말고다른겄고할수있어서너무좋아서별점만김니다,5,2022,9,16,1,긍정,[0.9832955]
13309,안데르송,너무 재밌어요 근데 보스깰때나 템 클릭할때 한번씩 팅기는 현상이 있습니다,5,2022,9,28,1,긍정,[0.9521341]
13310,박소연,와제가 좀비를 좋아하는데 이게임정말 추천합니다 단점보다 장점이 훨씬 많은거같고 레벨을 올리면서 스킬을 고르는게 정말 재밌는거같네요,5,2022,8,17,1,긍정,[0.96729624]
13311,심여원,안녕하세요 탕탕특공대 년차 입니다 탕탕특공대는 몰루고 나가도 다시할수있었어 좋겠습니다 그리고 재가 지우고 싶어도 저는 못지우 있습니다 한번 해보시면 좋겠습니다,5,2022,11,16,1,긍정,[0.87921816]
13312,정해성, 를 모바일로 하고 싶었는데 무기 조합도 비슷하고 보스도 특색있게 잘 만들어서 재밌네요,5,2022,8,20,1,긍정,[0.9845803]
13313,이주은,너무너무 재밌어요 앞으로도 엄청난 업데이트 부탁드려요 그리고 최종 무기 더 많이 만들어 주세요 이렇게 계속 이어가세요,5,2022,9,11,1,긍정,[0.9844477]
13314,Kewgh Kew,너무 재밌어요ㅠㅠ 질리지도 안고 시간 가는지도 모르고 너무 재밌게해요 스태이지 깰때마다 뿌뜻하고 너무 좋아요 ,5,2022,10,1,1,긍정,[0.9844864]
13315,어반,바쁜 직장인 입장에서는 오히려 할게 넘쳐요 빨리빨리 다음 스테이지 깨고 싶고 그럴 스펙인데 게임할 시간이 없거든요,5,2022,9,9,1,긍정,[0.8547184]
13316,은하수,완전 재밌어용 멀티도 있으면 좋겠네욤 같이 보스깨거나 그래도 재밌을거같아용,5,2022,10,26,1,긍정,[0.9831759]
13317,단지쌤의음악교실,너무재밌어요그리고가면서센무기도나오고광고도나오지않고재밌어요그리고저공포증있는데적들을너무귀엽게해서고마워요,5,2022,10,4,1,긍정,[0.98094064]
13318,볼빵톢기,일단 이 게임 제 최애게임으로 바뀌었습니다 이 게임에 대해 가장 아쉬웠던 점은 친구와의 협동플레이가 없는게 아닐까 생각이 들어요 이 리뷰를 보시고 협동전을 만들어 주시면 감사하겠습니다,5,2022,9,8,1,긍정,[0.98387504]
13319,김민규,좁은 맵에서 휘파람 화살이 사라지는 버그가 있네요 진짜 치명적입니다 빨리 확인하고 고쳐주세요 화살이 맵 밖으로 사라집니다,5,2022,8,25,1,부정,[0.793393]
13320,Eun-Ju Lee,광고도 안나오고 아이템도 할률이 높고점점 가면서 보석도 많이 줘서 너무 좋아요 그래서 무과금으로 단계까지 같어요,5,2022,9,17,1,긍정,[0.9845843]
13321,Dogyun Kim,진짜 너무 재밌어요 버그하나 없고 무과금도 재미있게 플레이 가능 현질유도도 없고 그냥 모든게 완벽한 게임,5,2022,9,5,1,긍정,[0.98458385]
13322,아롱이네집,정말 재밌구요 귀여운 그림 잔인하지도 안고 그림 귀여운 좀비게임 하고 싶으면 이 게임 강추,5,2022,8,22,1,긍정,[0.9845893]
13323,이산,개꿀잼임 가끔 스트레스 해소용으로 하면 좋은대 난이도가 좀 있긴 하지만 다른 양산형 개임애 비해선 아주 천사임 사실 과금해야 재밌게 즐길수 있는거긴한데 무과금으로 까지 가서 햄보캄 그리고 젬을 얻는게 좀 힘들지만 신발 갑옷 장갑 검 있는 나로선 하주 좋은개임인듯,5,2022,10,8,1,긍정,[0.98406905]
13324,LMTD,강제로봐야하는 광고가 없다는거 하나만으로도 이게임을 할 이유가 충분함 그간 있던 이런류의게임들의 짜증나는점을 모조리 해결한듯 돈독오른 중국 게임사들 보고있냐 이게 게임이란거다,5,2022,8,14,1,부정,[0.9779122]
13325,김건우,버그 확인 해주면 폴드쓰고 있고 전면 디스플레이로 게임 하고 있는데 최근 겜하다가 화면이 번쩍이드니 일시정지로 넘어갑니다 확인해주세요,5,2022,10,1,1,긍정,[0.610776]
13326,Keun Sik OH,아주아주 재밌어요지금까지해본 게임중에 제일 재밌습니다 완전 핵강추 아이템 거래 기능도 업데이트 해주세요,5,2022,10,6,1,긍정,[0.9845398]
13327,김명길,게임은 재미잇습니다 그러나 동영상 시청후 소리 안나는 버그 고쳐주세요 저만그런지는 모르겟지만 암튼 빠른 시일내 수정 바랍니다,5,2022,8,24,1,긍정,[0.7403876]
13328,짜증가득한사람,간편하게 즐기기 참 좋은게임 같아요 몬스터가 가득차있을때 피사체도 많아지면 프레임드랍이 좀 심하긴한데 그건뭐 아시리라 생각됩니다,5,2022,9,13,1,긍정,[0.9741735]
13329,양승길,재밌고 초반에는 쉽다가 후반에 어려워지고 좀비가 확 많이지는데 한번에 시원하게 죽이는 재미가 있음,5,2022,8,29,1,긍정,[0.97195]
13330,이석현,중독성 있고 재밌어요 자꾸 현질하게 되네요ㅠ 바라는 점은 신규 이벤트 꾸준이 진행해 주셨으면 좋겠습니다,5,2022,10,21,1,긍정,[0.97839475]
13331,이현,와 다른 종류의 게임들도 많은데 이 게임만에 특유한 퀄리티와 매력이 있네요 이 게임과 관련된 게임매직 서바일벌 등을 모티브로 만든것 같아요 강추합니다,5,2022,8,21,1,긍정,[0.98458964]
13332,이름,솔직히 한판만 해보려고 했는데 너무 재밌어서 어느새 챕터네요 무과금도 하기 쉽고 전체적으로 잘만든 모바일게임입니다,5,2022,10,7,1,긍정,[0.98452973]
13333,말하는거북이,난이도 너무 어렵고 과금 안하면 깨기 어려워요 왜 등인지 모르겠어요 그리고 이벤트 시간에 비해 과금안하면 보석 모아서 아이템 뽑기가 어려워요,5,2022,11,2,1,부정,[0.9046077]
13334,전하늘,재밌어요 앞으로 다양한 모드나 많은 아이템이나 무기같은게 더 나왔으면 좋겠네요,5,2022,10,10,1,긍정,[0.9836464]
13335,양정운,이 게임은 간단하고 왠지 중독성이 있는 게임입니다재가 재미있어서 친구들에게도 추천 해주어습니다,5,2022,10,25,1,긍정,[0.9841649]
13336,심민규,갓겜인것같아요 능력도 다양하고 뽑기할떼도 확률이 높아서 좋은아이템들이 계속나와요,5,2022,9,4,1,긍정,[0.9845947]
13337,레나,스트레스가 해소가 됩니다 다만 현질을 하지 않으면 게임이 어렵습니다 그래도 재미있게 하고 있습니다,5,2022,10,1,1,긍정,[0.86992466]
13338,떡웅,정말 재밌고 요즘 이런게임 찾기 어렵습니다 광고도 없어서 정말 맘 편하게 게임 즐기셔도 괜찮을 거 같아요 추천드립니다,5,2022,8,23,1,긍정,[0.9844327]
13339,Google 사용자,되게 스킬도 많고 렙 찍으면 강력한 스킬을 만들어서 아주 좋아요근데 무료 상자얻는 시간이 좀 길어요,5,2022,10,21,1,긍정,[0.98096436]
13340,Google 사용자,예전탕탕특공대는마스터가잘나오는데요즘탕탕특공대는마스터가됄수있는스킬이 많은데마스터가 아예않나올때가있어서이점을고쳐주었으면좋겠습니다,5,2022,11,13,1,부정,[0.5738212]
13341,앤튜브,너무 재미있네요 그런데 현질 유도가 너무 심하고 가격도 너무 비싸요 그 점만 고쳐 주 셨으면 좋겟습니다,5,2022,10,19,1,긍정,[0.87294745]
13342,샛별,게임은 좋은데 다른친구들은 업뎃되서 하고 있는데 전 업데이트가 안떠서 못하고 있습니다 언제 되는건가요,5,2022,9,23,1,긍정,[0.65212756]
13343,임하연,광고만 봤을 때 재미없었는 줄 알았는데 막상해보니까 진짜 엄청재미있네요 인기차트위에 있는 이유가 있었네요,5,2022,9,21,1,긍정,[0.98443514]
13344,료헛,가성비 좋은 패키지가 있어 가볍게 현질하기도 좋고 무과금으로도 충분히 즐길 수 있는 게임입니다,5,2022,8,23,1,긍정,[0.9845159]
13345,이승희,장점 재미있고 무기를 만렙찍으면 강해지고 심심할때 하면 정말재미있는게임 단점 없음,5,2022,10,22,1,긍정,[0.971555]
13346,쿠폰소녀,탕탕특공대 갓겜이예요 너무 너무 재미있어요 네이스 보석 많이 주세요 탕탕특공대 계속 할게요,5,2022,10,1,1,긍정,[0.9835444]
13347,이동원,게임이 너무 제밌습니다 근데 제가 초보라서 모르겠는데 챕터부터 너무 어려워요ㅠㅠ 그렇지만 암튼 재밌습니당,5,2022,11,4,1,긍정,[0.9724057]
13348,Ingu Ji,제가 왠만하면 점 거의 안드리는데 진짜 갓겜입니다 컴퓨터에 뱀파이어 서바일을 모티브로 한것같은데 그것보다 훨씬 재밌음,5,2022,8,20,1,긍정,[0.98263884]
13349,이민우,너무 재미있어요 하루만에 챕터를 넘길수도 있거든요그리고 보상도 푸짐해요 그래서전 별을점을 드릴게요,5,2022,10,15,1,긍정,[0.98438466]
13350,정재민,너무 재밌습니다 광고가 없다 스트레스가 싹 가신다 중독성있다 그뿐만 아니라 칭찬할점이 너무 많습니다 꼭 한번 해보세요,5,2022,9,28,1,긍정,[0.9837933]
13351,star zesty,탕탕특공대 스트레스 완전 잘풀리고 무기 가 완전쌔요 좀비들 죽일때 속이다 시원하네요완전 최고 겜,5,2022,9,5,1,긍정,[0.9753014]
13352,마오카이,아주 재밌어요광고 에도 나오고 오빠도 추천해서 한 보람이 있네요사기 아이템도 있어서 재미있네요,5,2022,10,10,1,긍정,[0.9839923]
13353,박정모,아주재미있습니다 현질 유도는 조금있지만 현질을안해도 조금은 갈수있어요 무과금으로 챕터까지왔어요,5,2022,10,25,1,긍정,[0.97459745]
13354,박용남,와우 정말 재밌어요 공략법을 찾아서 최고의 조합을 만들수도 있지만 나 자신이 직접 조합을 해 최고의 조합을 만들수도 있다는게 정말 재밌어요 제가 이름이 좀 어른 같아요,5,2022,9,4,1,긍정,[0.98418427]
13355,st baek,음 일단 컴퓨터로도 즐길수 있고 무과금 소과금 과금 차이가 많이 안나서 무과금인데도 재밌게 하고 있습니다 ㅎㅎ,5,2022,10,15,1,긍정,[0.984228]
13356,김종현,모바일 뱀서 몇시간 플레이하긴 좋으나 슬슬 현질압박이 들어옴 과금체계는 핀볼도사와 거의 흡사함,5,2022,10,24,1,긍정,[0.71963304]
13357,송민히TV,지루할때 아님 좀비 죽이는 재미 그러면서 어려워지는 그게 네스타일 좀비죽이는겜 좋아하면 추천  근데 다른 무기도 추가했습니다 좋겠다 두리반 말고 파인에플이라던가 하하,5,2022,10,9,1,긍정,[0.8869322]
13358,하넷,진짜 너무너무 재밌습니다 아주 왐벽합니다 특히 수호자와 보호막의 케미가 너무 좋습니다 이런 게임 만들어주셔서 감사합니다,5,2022,8,21,1,긍정,[0.9845255]
13359,김정란,과금유도가 좀 이있고 난이도가 높다는 것만 재외하면 할만한 것같네요 재미있습니다위에것만좀 조정해 주세요,5,2022,10,13,1,긍정,[0.95774096]
13360,양정규,재미는 있는데 핸드폰을 바꾸거나 다른 기기로 하고 싶을 때는 방법이 없나요 같은 구글아이디라도 테블릿으로 하니 초기 설정이던데,5,2022,9,15,1,긍정,[0.62879395]
13361,정종현,너무 재밌어요 다양한 아이템들과 컨텐츠만좀더 활성화 시키면 너무 재미지겠어요,5,2022,10,2,1,긍정,[0.982862]
13362,김신권,이개임무조건추천드려요광고도않나오고엄청재미있어요무조건이개임추천드려요요즘가을이뱐트하고있으니깐빨리까세요,5,2022,10,2,1,긍정,[0.9843311]
13363,문기준,소박하지만 쏠쏠한 재미 덕분에 요즘 이것만 하고 있습니다 광고도 많이 없고 재미있습니다 이런 좋은 게임 더 많이 만들어 주세요 감사합니다,5,2022,8,18,1,긍정,[0.9845351]
13364,야옹이 (user11113123),와웅 아주 재밌네요 일단 아주 개쩌는 아이템들을 강화해서 더 개쩔게 만드는 재미가 있고요 몬스터 같은 애들을 잡아서 경험치를 모으는 게 재미가 있네요 광고도 별로 없음,5,2022,8,18,1,긍정,[0.9842248]
13365,김성열,랜덤으로 나오는 것도 재밌고 하나하나씩 챕터도 깰 때마다 쾌감도 들고 아주 재밌네요 추천합니다 진짜 짱짱,5,2022,9,9,1,긍정,[0.9846252]
13366,효준효인 TV,재밌어요 근데 친구초대와 도 있으면 좋겠어요 음 친선경기 같은거 있으면 더 재밌을거 같아요 근데 원래도 재밌음,5,2022,11,4,1,긍정,[0.944937]
13367,수현왕자,레벨업하는맛이좋긴한데진동울리는거랑아이템이서로교환됐음좋겠습니다아 그리고 단풍시진리셋데는거아니죠,5,2022,10,8,1,긍정,[0.7860322]
13368,나는뉴비다,넘모 잼있어요 근데 현질 원짜리했는데 보석이 렙까지달성해서 받을려했는데 오류가나서 보석을 날렸어요ㅠㅠ 오류좀 없에주시면안됄까요 복구도 해주세요 ㅠㅠ 게임은 너무 재밌어요 복구좀 해주세요ㅠ,5,2022,9,12,1,긍정,[0.86811733]
13369,Huynhnhu Nguyễn,아직 시작한지 별로 되진 않았지만 현재로썬 자주 튕기는 것 말곤 재밌네요 겁나 튕겨서 게임을 못하겠어요,5,2022,9,19,1,부정,[0.5324673]
13370,SEONGZ SSS,게임 이용은 잘 하고있습니다 광고가 준비되지않았습니다 라고 계속 뜨는데 오류인가요 아님 휴대폰 설정 문제인가요,5,2022,9,22,1,부정,[0.51711726]
13371,Minh Luu,저는 탕탕 달 한 유저 입니다 이 게임 장점도 있고 단점도 있습니다 무과금 이지만  스테이지 갔습니다,5,2022,11,16,1,긍정,[0.9634345]
13372,또봄,이 게임은 은근 중독성도 있고 다양한 맵이 많이 있어서 플레이 하기에 좋고 컨트롤과 다양한 아이템을 얻는 재미도 있다,5,2022,9,11,1,긍정,[0.98419595]
13373,전설인,한마디로 꿀잼 근데 문제점이 있음 등급이 좀 더 높은 무기가 나왔음 좋겠음 도 있음 좋겠음 나머지는 훌룡한 게임임,5,2022,9,19,1,긍정,[0.97733486]
13374,결(geoul_e),처음할때에는 스테이지부터 아무 이벤트 보상 같은게 없이 힘들었는데 스테이지부터 겜이 더 재밌어지고 중독성이 강하더군요 ㄹㅇ 갓겜임 과거 궁수의 전설하는 느낌,5,2022,8,21,1,긍정,[0.98265]
13375,김영석,스킬고르는맛  콘트롤 두가지 재미를 동시에 느낄수잇어서 좋지만 한판당 게임시간이 너무 길어요 ㅠㅠ 시간 엄청빨리 지나갑니다,5,2022,9,3,1,긍정,[0.8821669]
13376,윰윰윰,재밌는데 뱀 따라했다는데 뱀은 너무 어둡잖아 그리고 뱀은 선택한 무기만 사용하게됨 또 현질없이 충분히 쭉쭉 올라가는데,5,2022,11,13,1,긍정,[0.8439639]
13377,차수환,게임은 너무나도 재밌으나 업데이트가 느려 진작 챕터 깨고서는 지금 몇일째 할게 없음 이벤트 보상들도 다른게임에 비해 너무 적어요,5,2022,10,11,1,부정,[0.7248498]
13378,최은진,실피해도 재미있는게 특별하고 무기 얻고레벨업 하고 하는재미가 엄청 좋네요,5,2022,11,11,1,긍정,[0.9838665]
13379,황미라,깔끔하고 너무 재미있게 하고 있습니다 매일 탕탕하고 있어요 앞으로도 스릴있게 업뎃 부탁드려요,5,2022,10,13,1,긍정,[0.9845353]
13380,Jack P,뱀파이어서바이벌을 많이 따라하긴 했지만 모바일에서 즐길 수 있다는게 제일 큰 강점 재밌네요,5,2022,9,11,1,긍정,[0.9803473]
13381,메츄리,서바이버류뱀파짭중 최곱니다 중독성쩔어요 업데이트를통해 다양한 공격스킬 기대하겠습니다,5,2022,8,26,1,긍정,[0.98454076]
13382,박성용,요새 다른게임하면 재미없어서 바로지우고하는데 이겜을 해보니 아직까지는 질리지도않고 키우는맛 타격감이 너무좋습니다재밌게하고있습니다,5,2022,8,19,1,긍정,[0.98454607]
13383,김주영,뱀파이어 서바이버즈의 많은 부분을 베낀 게임 뱀서도 표절 게임이라 그냥 그런갑다 하고 하면 됨 재미는 있음,5,2022,8,19,1,긍정,[0.66821307]
13384,김미미,진짜 다른 이런 게임들은 광고 엄청나오고 재미없고 그런데 탕탕은 다르네요 엄청 재밌습니다,5,2022,10,14,1,긍정,[0.9611008]
13385,정우찬woochan Jung,다른 게임에 비에 광고가 거의 없고 렉도 많이 안걸려서 좋네요 만 체크할수 있다는게 아깝네요 점 더 드리고 싶은 마음,5,2022,9,9,1,긍정,[0.9154635]
